"delv_plt","material","ship_to","qty"
3913.69,"S24_4620","Gifts4AllAges.com",47
3608.64,"S24_4620","Online Mini Collectables",48
3524.8,"S24_4620","Vida Sport, Ltd",40
2586.88,"S24_4620","Toys of Finland, Co.",32
4753.49,"S24_4620","Toms Spezialitten, Ltd",49
3684.67,"S24_4620","Microscale Inc.",43
5715.4,"S24_4620","Motor Mint Distributors Inc.",41
3098.7,"S24_4620","Reims Collectables",30
2670.92,"S24_4620","Euro Shopping Channel",28
5154.41,"S24_4620","Suominen Souveniers",43
4894.17,"S24_4620","Euro Shopping Channel",41
2472.6,"S24_4620","Mini Gifts Distributors Ltd.",30
3224.31,"S32_1268","Baane Mini Imports",31
3667.52,"S32_1268","La Corne D'abondance, Co.",32
4141.33,"S32_1268","Corrida Auto Replicas, Ltd",43
2829.58,"S32_1268","Technics Stores Inc.",26
3068.55,"S32_1268","Oulu Toy Supplies, Inc.",27
2634.96,"S32_1268","Mini Auto Werke",24
2436.72,"S32_1268","Stylish Desk Decors, Co.",22
4607.36,"S32_1268","Iberia Gift Imports, Corp.",46
3598.99,"S32_1268","Saveley & Henriot, Co.",37
3964.1,"S32_1268","Diecast Collectables",49
2244.9,"S32_1268","Handji Gifts& Co",21
2793,"S32_1268","Mini Gifts Distributors Ltd.",25
4133.64,"S32_1268","Super Scale Inc.",37
3900.6,"S32_1268","Handji Gifts& Co",45
2743.04,"S32_1268","Souveniers And Things Co.",32
2402.07,"S32_1268","Diecast Classics Inc.",29
2178.54,"S32_1268","Scandinavian Gift Ideas",26
3155.04,"S32_1268","Marta's Replicas Co.",28
2366.28,"S32_1268","Canadian Gift Exchange Network",27
1963.6,"S32_1268","Vitachrome Inc.",20
4746.28,"S32_1268","Mini Gifts Distributors Ltd.",44
6386.94,"S32_1268","Corrida Auto Replicas, Ltd",42
4428,"S32_1268","Euro Shopping Channel",41
4044.04,"S32_1268","Mini Gifts Distributors Ltd.",26
2708.42,"S32_1268","Mini Gifts Distributors Ltd.",26
2904.72,"S32_1268","Quebec Home Shopping Network",26
3553.88,"S32_1268","La Rochelle Gifts",41
1858,"S32_1374","Land of Toys Inc.",20
2461.36,"S32_1374","Australian Collectors, Co.",22
2642.01,"S32_1374","Euro Shopping Channel",23
3098.7,"S32_1374","Toys4GrownUps.com",33
3244.36,"S32_1374","Technics Stores Inc.",28
4351.16,"S32_1374","Herkku Gifts",44
3675.86,"S32_1374","Osaka Souveniers Co.",46
2475.27,"S32_1374","Australian Collectors, Co.",21
4177.49,"S32_1374","Royal Canadian Collectables, Ltd.",41
3282.28,"S32_1374","The Sharp Gifts Warehouse",31
2477.21,"S32_1374","Gift Depot Inc.",31
1883.93,"S32_1374","La Rochelle Gifts",23
3658.93,"S32_1374","Marta's Replicas Co.",37
2856.88,"S32_1374","Clover Collections, Co.",26
1917.84,"S32_1374","Mini Classics",24
5305.36,"S32_1374","Diecast Classics Inc.",47
2875.95,"S32_1374","Land of Toys Inc.",45
6482.85,"S32_1374","Enaco Distributors",55
3733.82,"S32_1374","Gift Ideas Corp.",46
6576.5,"S32_1374","Suominen Souveniers",50
6353.27,"S32_1374","La Rochelle Gifts",37
4175.6,"S32_1374","Dragon Souveniers, Ltd.",44
4992.61,"S32_1374","Tekni Collectables Inc.",49
4764.6,"S32_1374","L'ordine Souveniers",45
1173.15,"S32_2206","Cruz & Sons Co.",27
1384.46,"S32_2206","Marseille Mini Autos",31
1327.59,"S32_2206","Mini Gifts Distributors Ltd.",33
1109.8,"S32_2206","Toys4GrownUps.com",31
1239,"S32_2206","Corporate Gift Ideas Co.",35
1035.58,"S32_2206","Anna's Decorations, Ltd",26
1545.64,"S32_2206","Daedalus Designs Imports",34
1517.54,"S32_2206","Euro Shopping Channel",46
1731.84,"S32_2206","Auto Canal Petit",41
1695.49,"S32_2206","Daedalus Designs Imports",43
1045.98,"S32_2206","Vitachrome Inc.",26
1738.08,"S32_2206","Auto Canal Petit",36
651.8,"S32_2206","Gifts4AllAges.com",20
988.47,"S32_2206","Online Mini Collectables",27
1518.11,"S32_2206","Marta's Replicas Co.",37
1013.76,"S32_2206","Toys of Finland, Co.",24
1549.8,"S32_2206","Toms Spezialitten, Ltd",36
1108.38,"S32_2206","Microscale Inc.",29
4102.56,"S32_2206","Motor Mint Distributors Inc.",28
3713.16,"S32_2206","Reims Collectables",29
1513.54,"S32_2206","Euro Shopping Channel",38
2317.44,"S32_2206","Marseille Mini Autos",48
3298.4,"S32_2206","Euro Shopping Channel",40
1826.96,"S32_2206","Mini Gifts Distributors Ltd.",41
1206.9,"S32_2206","UK Collectables, Ltd.",30
1666.7,"S32_2509","Euro Shopping Channel",35
1560.44,"S32_2509","La Corne D'abondance, Co.",28
2337.75,"S32_2509","Muscle Machine Inc",45
1103.76,"S32_2509","Suominen Souveniers",24
2617.85,"S32_2509","Oulu Toy Supplies, Inc.",41
2207.52,"S32_2509","Dragon Souveniers, Ltd.",48
3165.5,"S32_2509","Stylish Desk Decors, Co.",50
2071.41,"S32_2509","Iberia Gift Imports, Corp.",33
1385.28,"S32_2509","Mini Classics",32
1621.62,"S32_2509","Diecast Collectables",27
1931.65,"S32_2509","Signal Collectibles Ltd.",35
1244.53,"S32_2509","Mini Gifts Distributors Ltd.",23
1704.5,"S32_2509","Euro Shopping Channel",35
1753.2,"S32_2509","Handji Gifts& Co",40
1666.7,"S32_2509","Mini Gifts Distributors Ltd.",35
1710.89,"S32_2509","Diecast Classics Inc.",31
2326.5,"S32_2509","Land of Toys Inc.",50
2316,"S32_2509","Marta's Replicas Co.",40
1727.1,"S32_2509","Canadian Gift Exchange Network",38
8844.12,"S32_2509","Baane Mini Imports",38
2424,"S32_2509","Mini Gifts Distributors Ltd.",40
1535.49,"S32_2509","Muscle Machine Inc",33
6358.68,"S32_2509","Reims Collectables",36
1329.4,"S32_2509","Mini Gifts Distributors Ltd.",20
1701.76,"S32_2509","Euro Shopping Channel",32
2259.72,"S32_2509","Euro Shopping Channel",36
925.3,"S32_2509","Euro Shopping Channel",19
482.13,"S32_2509","La Rochelle Gifts",11
3227.63,"S32_3207","Euro Shopping Channel",49
1711.26,"S32_3207","Royale Belge",27
2054.36,"S32_3207","Muscle Machine Inc",29
3131.94,"S32_3207","Mini Gifts Distributors Ltd.",42
1681.35,"S32_3207","Australian Gift Network, Co",33
2351.36,"S32_3207","Dragon Souveniers, Ltd.",44
1408,"S32_3207","L'ordine Souveniers",22
2445.6,"S32_3207","Iberia Gift Imports, Corp.",48
1804.44,"S32_3207","Mini Classics",33
2544.75,"S32_3207","Diecast Collectables",45
1056.4,"S32_3207","Clover Collections, Co.",20
2801.4,"S32_3207","Blauer See Auto, Co.",46
1988.4,"S32_3207","Suominen Souveniers",40
2908.35,"S32_3207","Diecast Classics Inc.",45
2147.4,"S32_3207","Mini Gifts Distributors Ltd.",36
2099.63,"S32_3207","Land of Toys Inc.",31
2315.18,"S32_3207","AV Stores, Co.",46
2327.15,"S32_3207","Heintze Collectables",35
5377.4,"S32_3207","Baane Mini Imports",28
2626.01,"S32_3207","La Corne D'abondance, Co.",31
4406.4,"S32_3207","Euro Shopping Channel",27
4301.22,"S32_3207","Reims Collectables",22
2986.5,"S32_3207","Mini Gifts Distributors Ltd.",30
1587.08,"S32_3207","Euro Shopping Channel",44
1808.4,"S32_3207","Euro Shopping Channel",30
1193.04,"S32_3207","Gift Depot Inc.",24
3403.35,"S32_3522","Baane Mini Imports",45
1575.96,"S32_3522","Mini Gifts Distributors Ltd.",23
1630.2,"S32_3522","Corrida Auto Replicas, Ltd",26
1701.28,"S32_3522","Technics Stores Inc.",28
2850.82,"S32_3522","Dragon Souveniers, Ltd.",49
2692.06,"S32_3522","Mini Auto Werke",49
2174.42,"S32_3522","Stylish Desk Decors, Co.",29
3167.36,"S32_3522","Classic Gift Ideas, Inc",49
2142.66,"S32_3522","Saveley & Henriot, Co.",39
2117.52,"S32_3522","Canadian Gift Exchange Network",36
2419.95,"S32_3522","Handji Gifts& Co",39
2191.2,"S32_3522","Mini Gifts Distributors Ltd.",30
3043.04,"S32_3522","Super Scale Inc.",44
1228.2,"S32_3522","Tokyo Collectables, Ltd",20
1330.35,"S32_3522","Souveniers And Things Co.",21
2792.52,"S32_3522","Diecast Classics Inc.",36
2296,"S32_3522","Scandinavian Gift Ideas",32
2629.44,"S32_3522","Auto Assoc. & Cie.",36
1912.16,"S32_3522","Canadian Gift Exchange Network",34
8209.44,"S32_3522","Vitachrome Inc.",48
2431.77,"S32_3522","Mini Wheels Co.",33
3139.99,"S32_3522","Corrida Auto Replicas, Ltd",31
5669.64,"S32_3522","Euro Shopping Channel",36
3160.25,"S32_3522","Anna's Decorations, Ltd",25
6799.68,"S32_3522","Mini Gifts Distributors Ltd.",48
1867.32,"S32_3522","Quebec Home Shopping Network",27
2702.04,"S32_3522","Euro Shopping Channel",44
2406.36,"S32_4289","Rovelli Gifts",33
2094.67,"S32_4289","Australian Collectors, Co.",29
2797.9,"S32_4289","Euro Shopping Channel",49
1637.2,"S32_4289","Royale Belge",20
2281.91,"S32_4289","Technics Stores Inc.",31
2307.24,"S32_4289","Osaka Souveniers Co.",39
1320.8,"S32_4289","Australian Collectors, Co.",20
2642.82,"S32_4289","Royal Canadian Collectables, Ltd.",34
3061,"S32_4289","The Sharp Gifts Warehouse",50
3164.4,"S32_4289","Euro Shopping Channel",40
1791.16,"S32_4289","La Rochelle Gifts",28
4093,"S32_4289","Norway Gifts By Mail, Co.",50
2234.4,"S32_4289","Clover Collections, Co.",28
3037.84,"S32_4289","Mini Classics",46
1419.84,"S32_4289","giftsbymail.co.uk",24
1948.08,"S32_4289","Rovelli Gifts",24
2307.24,"S32_4289","Enaco Distributors",39
1780.4,"S32_4289","Gift Ideas Corp.",40
3544.17,"S32_4289","Souveniers And Things Co.",49
3619.44,"S32_4289","La Rochelle Gifts",44
3918.95,"S32_4289","FunGiftIdeas.com",35
1483.02,"S32_4289","Reims Collectables",22
4819.26,"S32_4289","Tekni Collectables Inc.",62
1591.72,"S32_4289","L'ordine Souveniers",26
3669.78,"S32_4485","Cruz & Sons Co.",31
2168.5,"S32_4485","Reims Collectables",25
2694,"S32_4485","Mini Gifts Distributors Ltd.",30
3251.34,"S32_4485","Toys4GrownUps.com",27
2347.15,"S32_4485","Corporate Gift Ideas Co.",23
3920.88,"S32_4485","Anna's Decorations, Ltd",34
2514.6,"S32_4485","Daedalus Designs Imports",22
3600.24,"S32_4485","Euro Shopping Channel",42
4040.03,"S32_4485","Auto Canal Petit",37
3336.9,"S32_4485","Daedalus Designs Imports",30
3113.64,"S32_4485","Vitachrome Inc.",27
2832,"S32_4485","Auto Canal Petit",25
3330.98,"S32_4485","Gifts4AllAges.com",34
4304.64,"S32_4485","Online Mini Collectables",38
2600.26,"S32_4485","Marta's Replicas Co.",26
4382.16,"S32_4485","Toys of Finland, Co.",38
4235,"S32_4485","Baane Mini Imports",50
2626.8,"S32_4485","Microscale Inc.",22
5026.56,"S32_4485","Motor Mint Distributors Inc.",32
2201.62,"S32_4485","Salzburg Collectables",31
4326.8,"S32_4485","Euro Shopping Channel",40
3425.18,"S32_4485","Mini Creations Ltd.",22
4701.88,"S32_4485","La Rochelle Gifts",41
2204.1,"S32_4485","Mini Gifts Distributors Ltd.",45
5189.4,"S32_4485","UK Collectables, Ltd.",45
1565.85,"S50_1341","Rovelli Gifts",39
2480.38,"S50_1341","Australian Collectors, Co.",49
1355.13,"S50_1341","Euro Shopping Channel",27
1246.44,"S50_1341","Mini Creations Ltd.",34
820.4,"S50_1341","Euro Shopping Channel",20
2492.64,"S50_1341","Technics Stores Inc.",48
1113.6,"S50_1341","West Coast Collectables Co.",29
1763.86,"S50_1341","Osaka Souveniers Co.",43
1896.66,"S50_1341","Australian Collectors, Co.",41
1449.35,"S50_1341","Royal Canadian Collectables, Ltd.",41
1869.48,"S50_1341","The Sharp Gifts Warehouse",36
1860.53,"S50_1341","Euro Shopping Channel",49
1724.82,"S50_1341","La Rochelle Gifts",38
1713.69,"S50_1341","Norway Gifts By Mail, Co.",33
1259.44,"S50_1341","Bavarian Collectables Imports, Co.",26
2051.08,"S50_1341","Mini Classics",47
1617.38,"S50_1341","giftsbymail.co.uk",34
1765.62,"S50_1341","Rovelli Gifts",34
2024.8,"S50_1341","Enaco Distributors",40
3288.4,"S50_1341","Gift Ideas Corp.",40
2725.47,"S50_1341","Souveniers And Things Co.",33
3224.2,"S50_1341","La Rochelle Gifts",49
3211.38,"S50_1341","FunGiftIdeas.com",27
1796.34,"S50_1341","Reims Collectables",49
1979.6,"S50_1341","Tekni Collectables Inc.",56
1921.41,"S50_1341","L'ordine Souveniers",37
3705.24,"S50_1392","Euro Shopping Channel",33
2843.91,"S50_1392","Classic Legends Inc.",27
6176.42,"S50_1392","Muscle Machine Inc",46
5500.44,"S50_1392","Suominen Souveniers",44
3220.1,"S50_1392","Oulu Toy Supplies, Inc.",26
4556.16,"S50_1392","Dragon Souveniers, Ltd.",48
3114.89,"S50_1392","L'ordine Souveniers",23
4948.2,"S50_1392","Iberia Gift Imports, Corp.",45
5161.17,"S50_1392","Mini Classics",49
2657.76,"S50_1392","Diecast Collectables",28
3983.05,"S50_1392","Clover Collections, Co.",37
3974.94,"S50_1392","Blauer See Auto, Co.",34
2928.42,"S50_1392","Euro Shopping Channel",22
3054.57,"S50_1392","Handji Gifts& Co",29
3345.26,"S50_1392","Mini Gifts Distributors Ltd.",34
4310.72,"S50_1392","Mini Gifts Distributors Ltd.",38
4983.14,"S50_1392","Land of Toys Inc.",41
4618.32,"S50_1392","Marta's Replicas Co.",42
3403.12,"S50_1392","Heintze Collectables",28
5190.42,"S50_1392","Baane Mini Imports",38
3141.57,"S50_1392","La Corne D'abondance, Co.",23
2213.4,"S50_1392","Euro Shopping Channel",31
4896.7,"S50_1392","Reims Collectables",46
2714.4,"S50_1392","Mini Gifts Distributors Ltd.",48
3087.05,"S50_1392","Euro Shopping Channel",29
5692.96,"S50_1392","Lyon Souveniers",46
3460.86,"S50_1392","Euro Shopping Channel",26
1895.94,"S50_1392","La Rochelle Gifts",18
1705.92,"S50_1514","Euro Shopping Channel",32
1033.41,"S50_1514","Dragon Souveniers, Ltd.",21
3179.52,"S50_1514","Muscle Machine Inc",46
2091.18,"S50_1514","Mini Gifts Distributors Ltd.",42
1779.71,"S50_1514","Euro Shopping Channel",31
2537.64,"S50_1514","Dragon Souveniers, Ltd.",38
2448.72,"S50_1514","L'ordine Souveniers",38
972.4,"S50_1514","Mini Creations Ltd.",20
2856.14,"S50_1514","Super Scale Inc.",46
1968.3,"S50_1514","Saveley & Henriot, Co.",30
2056.2,"S50_1514","Clover Collections, Co.",30
2242.02,"S50_1514","Blauer See Auto, Co.",43
3128.65,"S50_1514","Suominen Souveniers",49
2443.26,"S50_1514","Diecast Classics Inc.",43
2470.86,"S50_1514","Mini Gifts Distributors Ltd.",37
1927.45,"S50_1514","Land of Toys Inc.",35
2051.56,"S50_1514","AV Stores, Co.",34
2337.38,"S50_1514","Heintze Collectables",38
5932.96,"S50_1514","Baane Mini Imports",44
2296.77,"S50_1514","Classic Legends Inc.",21
6490.88,"S50_1514","Euro Shopping Channel",44
1623.25,"S50_1514","Reims Collectables",25
1405.92,"S50_1514","Tokyo Collectables, Ltd",24
2282.28,"S50_1514","Euro Shopping Channel",38
8977.05,"S50_1514","Lyon Souveniers",45
3256.35,"S50_1514","Gift Depot Inc.",51
2821.66,"S50_4713","Cruz & Sons Co.",34
3293.4,"S50_4713","Reims Collectables",44
4224,"S50_4713","Mini Gifts Distributors Ltd.",44
3091.68,"S50_4713","Toys4GrownUps.com",38
2219.6,"S50_4713","Corporate Gift Ideas Co.",31
3866.4,"S50_4713","Anna's Decorations, Ltd",48
1964.76,"S50_4713","Daedalus Designs Imports",21
2668.8,"S50_4713","Euro Shopping Channel",40
3222,"S50_4713","Auto Canal Petit",40
3864.5,"S50_4713","Daedalus Designs Imports",50
1366.8,"S50_4713","Vitachrome Inc.",20
3475.68,"S50_4713","Auto Canal Petit",48
4206.5,"S50_4713","Gifts4AllAges.com",47
1486.38,"S50_4713","Online Mini Collectables",21
3077.88,"S50_4713","Marta's Replicas Co.",39
3544.2,"S50_4713","Toys of Finland, Co.",44
2483.04,"S50_4713","Baane Mini Imports",28
3478.05,"S50_4713","Microscale Inc.",45
3657.8,"S50_4713","Motor Mint Distributors Inc.",20
4682.36,"S50_4713","Salzburg Collectables",38
3937.7,"S50_4713","Lyon Souveniers",26
4984.32,"S50_4713","Mini Creations Ltd.",44
5406.66,"S50_4713","La Rochelle Gifts",49
3491.18,"S50_4713","Mini Gifts Distributors Ltd.",22
2118.54,"S50_4713","UK Collectables, Ltd.",31
2897.47,"S700_1138","Danish Wholesale Imports",41
1916.75,"S700_1138","Salzburg Collectables",25
1860,"S700_1138","Stylish Desk Decors, Co.",31
2624,"S700_1138","Mini Gifts Distributors Ltd.",41
2780.81,"S700_1138","Euro Shopping Channel",43
3239.62,"S700_1138","Scandinavian Gift Ideas",43
1824,"S700_1138","CAF Imports",24
1134,"S700_1138","Mini Creations Ltd.",21
1487.41,"S700_1138","Enaco Distributors",23
2837.46,"S700_1138","Saveley & Henriot, Co.",38
1942.77,"S700_1138","Collectable Mini Designs Co.",31
2544.12,"S700_1138","Tekni Collectables Inc.",36
2568.24,"S700_1138","Land of Toys Inc.",36
2108,"S700_1138","Quebec Home Shopping Network",34
1372.14,"S700_1138","Petit Auto",21
3540.15,"S700_1138","Royal Canadian Collectables, Ltd.",45
1958.84,"S700_1138","Gifts4AllAges.com",26
2700,"S700_1138","AV Stores, Co.",50
2542,"S700_1138","La Rochelle Gifts",41
2340,"S700_1138","Volvo Model Replicas, Co",39
2816.44,"S700_1138","Tokyo Collectables, Ltd",22
3526.82,"S700_1138","Euro Shopping Channel",46
4627.92,"S700_1138","Oulu Toy Supplies, Inc.",44
1933.5,"S700_1138","Mini Gifts Distributors Ltd.",25
2600.13,"S700_1138","Mini Gifts Distributors Ltd.",39
2639.58,"S700_1138","Gifts4AllAges.com",37
3312.97,"S700_1691","Rovelli Gifts",31
3863.87,"S700_1691","Australian Collectors, Co.",47
1863.36,"S700_1691","Euro Shopping Channel",24
3945.96,"S700_1691","Mini Creations Ltd.",36
4954.08,"S700_1691","Euro Shopping Channel",48
2762.2,"S700_1691","Technics Stores Inc.",28
3989.76,"S700_1691","West Coast Collectables Co.",48
1649.55,"S700_1691","Osaka Souveniers Co.",21
2534.75,"S700_1691","Australian Collectors, Co.",25
2580.25,"S700_1691","Royal Canadian Collectables, Ltd.",25
2831.54,"S700_1691","The Sharp Gifts Warehouse",31
3361.2,"S700_1691","Euro Shopping Channel",40
2864.32,"S700_1691","La Rochelle Gifts",32
1994.88,"S700_1691","Norway Gifts By Mail, Co.",24
4296.6,"S700_1691","Bavarian Collectables Imports, Co.",42
2224.95,"S700_1691","Mini Classics",21
2795.14,"S700_1691","giftsbymail.co.uk",34
2762.1,"S700_1691","Rovelli Gifts",27
2658,"S700_1691","Enaco Distributors",30
5043.87,"S700_1691","Gift Ideas Corp.",39
1210.8,"S700_1691","Souveniers And Things Co.",20
3029.19,"S700_1691","La Rochelle Gifts",37
10066.6,"S700_1691","FunGiftIdeas.com",46
4121.43,"S700_1691","Reims Collectables",47
1135.31,"S700_1691","Tekni Collectables Inc.",11
2100.82,"S700_1691","L'ordine Souveniers",23
2034.35,"S700_1938","Danish Wholesale Imports",29
3027.84,"S700_1938","Dragon Souveniers, Ltd.",38
3104,"S700_1938","Euro Shopping Channel",32
3612.43,"S700_1938","Mini Gifts Distributors Ltd.",43
2711.88,"S700_1938","Euro Shopping Channel",31
3013.97,"S700_1938","FunGiftIdeas.com",29
2738.54,"S700_1938","CAF Imports",31
2832,"S700_1938","Mini Creations Ltd.",30
4720,"S700_1938","Super Scale Inc.",50
3222,"S700_1938","Saveley & Henriot, Co.",40
2231,"S700_1938","Petit Auto",23
2296.84,"S700_1938","giftsbymail.co.uk",26
4157.2,"S700_1938","Land of Toys Inc.",40
2146.2,"S700_1938","Petit Auto",21
3724.23,"S700_1938","Mini Gifts Distributors Ltd.",43
2084.81,"S700_1938","Amica Models & Co.",29
3488.78,"S700_1938","AV Stores, Co.",38
1753.06,"S700_1938","Heintze Collectables",23
3469.2,"S700_1938","Danish Wholesale Imports",20
2530.8,"S700_1938","Classic Legends Inc.",36
2924.32,"S700_1938","Euro Shopping Channel",28
4496.8,"S700_1938","Tokyo Collectables, Ltd",44
6397.44,"S700_1938","Corporate Gift Ideas Co.",49
2577.6,"S700_1938","Alpha Cognac",32
3533.62,"S700_1938","Gifts4AllAges.com",34
3177.3,"S700_2047","Rovelli Gifts",30
2730.06,"S700_2047","Salzburg Collectables",29
1891.78,"S700_2047","Gift Ideas Corp.",22
2612.48,"S700_2047","Mini Creations Ltd.",26
2925.76,"S700_2047","Toys of Finland, Co.",32
2940.02,"S700_2047","Scandinavian Gift Ideas",29
3293.24,"S700_2047","Alpha Cognac",34
2389.68,"S700_2047","Double Decker Gift Stores, Ltd",24
2172.48,"S700_2047","Enaco Distributors",24
2927.43,"S700_2047","Men 'R' US Retailers, Ltd.",33
2659.54,"S700_2047","Collectable Mini Designs Co.",26
3838,"S700_2047","Cambridge Collectables Co.",40
4142.16,"S700_2047","Euro Shopping Channel",44
2172.48,"S700_2047","Collectables For Less Inc.",24
1882.8,"S700_2047","Royal Canadian Collectables, Ltd.",20
3477.86,"S700_2047","Bavarian Collectables Imports, Co.",34
3323.84,"S700_2047","Classic Gift Ideas, Inc",34
4195.8,"S700_2047","giftsbymail.co.uk",45
4156.58,"S700_2047","Rovelli Gifts",41
3918.75,"S700_2047","Tokyo Collectables, Ltd",55
2352.67,"S700_2047","Auto-Moto Classics Inc.",23
1089.36,"S700_2047","Souveniers And Things Co.",24
2701.12,"S700_2047","Oulu Toy Supplies, Inc.",32
2487.04,"S700_2047","Euro Shopping Channel",29
3910.32,"S700_2047","Reims Collectables",36
4038.8,"S700_2047","The Sharp Gifts Warehouse",46
3070.4,"S700_2047","Australian Collectables, Ltd",32
3763.46,"S700_2466","Rovelli Gifts",34
2584.8,"S700_2466","Australian Collectors, Co.",24
4427.6,"S700_2466","Gift Ideas Corp.",40
2152.02,"S700_2466","Mini Creations Ltd.",26
2353.4,"S700_2466","Toys of Finland, Co.",20
3431.39,"S700_2466","Technics Stores Inc.",31
1930.5,"S700_2466","Alpha Cognac",22
4774.56,"S700_2466","Cruz & Sons Co.",42
2592.72,"S700_2466","Osaka Souveniers Co.",26
3246.75,"S700_2466","Collectable Mini Designs Co.",37
3372.5,"S700_2466","Royal Canadian Collectables, Ltd.",38
3909.15,"S700_2466","The Sharp Gifts Warehouse",35
2994.75,"S700_2466","Euro Shopping Channel",33
4472.52,"S700_2466","La Rochelle Gifts",39
4576.95,"S700_2466","Norway Gifts By Mail, Co.",45
2441.04,"S700_2466","Bavarian Collectables Imports, Co.",24
3106.25,"S700_2466","Mini Classics",35
2706.41,"S700_2466","giftsbymail.co.uk",23
4021.53,"S700_2466","Rovelli Gifts",37
4826.25,"S700_2466","Enaco Distributors",55
4935.28,"S700_2466","Auto-Moto Classics Inc.",49
2754.7,"S700_2466","Souveniers And Things Co.",26
3856.71,"S700_2466","La Rochelle Gifts",33
3102.08,"S700_2466","Euro Shopping Channel",37
1908.72,"S700_2466","Reims Collectables",22
7543.75,"S700_2466","Tekni Collectables Inc.",85
2457.18,"S700_2466","L'ordine Souveniers",22
2038.87,"S700_2610","Danish Wholesale Imports",31
2499.26,"S700_2610","Salzburg Collectables",38
3838.05,"S700_2610","Stylish Desk Decors, Co.",45
2643.99,"S700_2610","Mini Creations Ltd.",31
2315.88,"S700_2610","Boards & Toys Co.",36
3225.06,"S700_2610","Scandinavian Gift Ideas",46
2451.84,"S700_2610","CAF Imports",32
2254.98,"S700_2610","Mini Creations Ltd.",39
3939.5,"S700_2610","Enaco Distributors",50
3424.7,"S700_2610","Saveley & Henriot, Co.",46
2914.2,"S700_2610","Collectable Mini Designs Co.",36
2389.6,"S700_2610","Tekni Collectables Inc.",29
2428.48,"S700_2610","Land of Toys Inc.",32
3021.48,"S700_2610","Quebec Home Shopping Network",44
2610.72,"S700_2610","Petit Auto",42
3091.19,"S700_2610","Royal Canadian Collectables, Ltd.",47
2576.2,"S700_2610","Gifts4AllAges.com",44
3232.31,"S700_2610","AV Stores, Co.",43
3573.6,"S700_2610","giftsbymail.co.uk",48
2022.51,"S700_2610","Danish Wholesale Imports",21
3717.5,"S700_2610","Tokyo Collectables, Ltd",50
2185.15,"S700_2610","Euro Shopping Channel",29
2883.53,"S700_2610","Oulu Toy Supplies, Inc.",41
5017.57,"S700_2610","Euro Shopping Channel",37
1463,"S700_2610","Alpha Cognac",22
2352.59,"S700_2610","Gifts4AllAges.com",31
4460.82,"S700_2824","Baane Mini Imports",42
4758.18,"S700_2824","La Corne D'abondance, Co.",42
4597.2,"S700_2824","Corrida Auto Replicas, Ltd",45
4114.8,"S700_2824","Technics Stores Inc.",36
2104,"S700_2824","Dragon Souveniers, Ltd.",20
3195.27,"S700_2824","Mini Auto Werke",39
3611.16,"S700_2824","Stylish Desk Decors, Co.",42
2000.77,"S700_2824","Classic Gift Ideas, Inc",23
2314.26,"S700_2824","Saveley & Henriot, Co.",26
3871.89,"S700_2824","Canadian Gift Exchange Network",33
2728,"S700_2824","Handji Gifts& Co",31
5614,"S700_2824","Mini Gifts Distributors Ltd.",50
4628.8,"S700_2824","Super Scale Inc.",44
3641.4,"S700_2824","Tokyo Collectables, Ltd",45
4048,"S700_2824","Souveniers And Things Co.",46
2321.46,"S700_2824","Diecast Classics Inc.",27
3256.96,"S700_2824","Scandinavian Gift Ideas",28
4208,"S700_2824","Auto Assoc. & Cie.",40
2973.9,"S700_2824","Canadian Gift Exchange Network",30
4248.3,"S700_2824","Vitachrome Inc.",34
9558.8,"S700_2824","La Corne D'abondance, Co.",46
2650.56,"S700_2824","Corrida Auto Replicas, Ltd",32
3761.37,"S700_2824","Euro Shopping Channel",27
4301.34,"S700_2824","Mini Gifts Distributors Ltd.",34
1864.56,"S700_2824","Mini Gifts Distributors Ltd.",34
3576.8,"S700_2824","Quebec Home Shopping Network",34
3722.32,"S700_2824","Euro Shopping Channel",46
3986.56,"S700_2834","Rovelli Gifts",32
3417.12,"S700_2834","Australian Collectors, Co.",24
2691.09,"S700_2834","Euro Shopping Channel",27
2752.6,"S700_2834","Toys4GrownUps.com",20
4527.72,"S700_2834","Technics Stores Inc.",36
3957.05,"S700_2834","Herkku Gifts",29
2818,"S700_2834","Osaka Souveniers Co.",25
3199.86,"S700_2834","Australian Collectors, Co.",29
2402.75,"S700_2834","Royal Canadian Collectables, Ltd.",25
6055.72,"S700_2834","The Sharp Gifts Warehouse",44
5465.16,"S700_2834","Gift Depot Inc.",47
6378.72,"S700_2834","La Rochelle Gifts",48
5392.8,"S700_2834","Marta's Replicas Co.",45
3986.5,"S700_2834","Clover Collections, Co.",35
4009.23,"S700_2834","Mini Classics",31
7119,"S700_2834","Diecast Classics Inc.",50
4072.2,"S700_2834","Rovelli Gifts",33
4094.51,"S700_2834","Enaco Distributors",29
3302.4,"S700_2834","Gift Ideas Corp.",48
3186.48,"S700_2834","Souveniers And Things Co.",44
1668.25,"S700_2834","La Rochelle Gifts",25
7154.5,"S700_2834","FunGiftIdeas.com",50
2810.83,"S700_2834","Reims Collectables",23
2018.31,"S700_2834","Tekni Collectables Inc.",21
5642.83,"S700_2834","L'ordine Souveniers",41
3273.6,"S700_3167","Rovelli Gifts",44
3268,"S700_3167","Australian Collectors, Co.",43
2688,"S700_3167","Mini Creations Ltd.",28
3715.2,"S700_3167","Toys of Finland, Co.",43
